,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Chengdu,startLocation_Chongqing,startLocation_Guiyang,startLocation_Kunming,endLocation_Chengdu,endLocation_Chongqing,endLocation_Guiyang,endLocation_Kunming,timespan_2,timespan_3,timespan_4,cost
1279,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,41334
1280,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
1281,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,53341
1282,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,76679
1283,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,41334
1284,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,48684
1285,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,1,76679
1286,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,98285
1287,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,96379
1288,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,1,0,0,59777
1289,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
1290,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,53341
1291,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,53341
1292,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,96379
1293,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,98285
1294,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,1,0,0,107105
1295,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,48684
1296,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,48684
1297,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,41334
1298,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,53341
1299,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,0,1,107105
1300,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,0,1,44694
1301,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,98285
1302,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,1,0,0,89029
1303,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,41334
1304,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,48684
1305,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,90725
1306,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
1307,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,107105
1308,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,48684
1309,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,53341
1310,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,1,0,45151
1311,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,48931
1312,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,107105
1313,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
1314,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,70799
1315,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,48684
1316,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,98285
1317,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,105199
1318,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,98285
1319,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,48684
1320,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,1,45151
1321,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,41334
1322,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,44694
1323,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
1324,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,44694
1325,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,1,0,64817
1326,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,70697
1327,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,98285
1328,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,48931
1329,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,1,0,45151
1330,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,1,0,64817
1331,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,41334
1332,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,70697
1333,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,44694
1334,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
1335,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,48684
1336,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,48931
1337,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,1,45151
1338,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,64817
1339,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,76679
1340,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,0,1,44694
1341,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
1342,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,76679
1343,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
1344,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,41334
1345,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,90725
1346,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,96379
1347,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,70697
1348,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
1349,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
1350,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
1351,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,53341
1352,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,107105
1353,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
1354,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,76679
1355,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,48931
1356,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,1,76679
1357,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,76679
1358,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,89029
1359,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,1,0,107105
1360,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,98285
1361,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,1,0,59777
1362,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,96379
1363,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,96379
1364,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,1,0,89029
1365,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,53341
1366,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,0,1,44694
1367,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,89029
1368,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,70697
1369,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,1,76679
1370,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,64817
1371,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,70697
1372,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,1,0,0,70799
1373,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,64817
1374,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,48684
1375,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,70799
1376,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,83609
1377,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,90725
1378,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,59777
1379,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,44694
1380,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,59777
1381,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
1382,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,76679
1383,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
1384,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,44694
1385,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,45151
1386,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,48931
1387,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,76679
1388,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,48684
1389,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,0,1,44694
1390,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,1,0,0,105199
1391,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,41334
1392,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,1,0,0,83609
1393,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,1,0,0,41334
1394,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,70799
1395,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,64817
1396,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
1397,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,83609
1398,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,44694
1399,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
1400,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,98285
1401,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,45151
1402,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,1,0,45151
1403,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,1,0,0,98285
1404,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,44694
1405,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,48684
1406,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,70799
1407,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,1,0,53341
1408,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,70799
1409,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,90725
1410,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,105199
1411,1,650.2676800234859,506,0,0,0,0,0,1,0,1,0,0,0,1,0,107105
1412,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,48684
1413,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
1414,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,53341
1415,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,1,0,0,64817
1416,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,89029
1417,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,1,0,0,90725
1418,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,89029
1419,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,1,0,96379
1420,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,83609
1421,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,1,0,107105
1422,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,0,1,76679
1423,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,53341
1424,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,53341
1425,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,64817
1426,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,0,1,0,90725
1427,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,0,1,59777
1428,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,64817
1429,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,1,0,0,83609
1430,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,96379
1431,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,0,1,41334
1432,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,59777
1433,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,83609
1434,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,70799
1435,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,98285
1436,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,48931
1437,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,1,0,0,70697
1438,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,70697
1439,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,105199
1440,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,41334
1441,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,105199
1442,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,44694
1443,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,1,0,0,53341
1444,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,98285
1445,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,96379
1446,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,70697
1447,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
1448,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,1,0,0,48684
1449,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,89029
1450,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,48684
1451,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,96379
1452,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,1,0,45151
1453,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,44694
1454,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,105199
1455,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,105199
1456,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,1,0,64817
1457,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,1,0,48684
1458,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,41334
1459,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,0,1,98285
1460,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,98285
1461,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
1462,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,98285
1463,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,1,0,45151
1464,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
1465,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,0,1,98285
1466,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,105199
1467,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,0,0,1,70799
1468,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
1469,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,0,1,41334
1470,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,59777
1471,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,1,0,48684
1472,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
1473,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,0,1,0,44694
1474,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,1,0,64817
1475,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,98285
1476,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
1477,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,98285
1478,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,1,0,107105
1479,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,89029
1480,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,105199
1481,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
1482,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,1,45151
1483,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,70799
1484,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,0,1,89029
1485,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
1486,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,0,0,1,48684
1487,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,105199
1488,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,48931
1489,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
1490,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,64817
1491,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,70799
1492,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,1,0,0,96379
1493,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,98285
1494,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,1,0,83609
1495,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,0,0,1,107105
1496,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,1,0,59777
1497,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,45151
1498,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,1,0,64817
1499,1,323.90751532178933,252,0,0,0,1,0,0,0,0,1,0,0,0,1,53341
1500,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,41334
1501,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
1502,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
1503,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,105199
1504,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,53341
1505,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,105199
1506,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,1,0,0,64817
1507,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,1,0,0,53341
1508,2,637.9145943128929,455,0,0,1,0,0,0,0,0,0,1,0,0,1,96379
1509,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,48931
1510,3,296.0347511595893,195,0,0,0,1,0,0,1,0,0,0,0,1,0,41334
1511,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,0,1,64817
1512,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,41334
1513,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,0,1,0,44694
1514,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,0,1,76679
1515,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,45151
1516,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,1,0,0,98285
1517,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,0,1,0,41334
1518,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,0,1,105199
1519,3,507.4562962497442,334,0,0,0,0,1,0,1,0,0,0,1,0,0,70799
1520,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,1,0,0,76679
1521,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,1,0,48931
1522,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,1,0,0,76679
1523,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,59777
1524,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
1525,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,89029
1526,2,507.4562962497442,362,0,0,0,0,1,0,1,0,0,0,0,1,0,76679
1527,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,1,0,0,70697
1528,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
1529,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
1530,2,507.4562962497442,362,0,0,1,0,0,0,0,0,1,0,0,1,0,76679
1531,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,1,0,59777
1532,1,507.4562962497442,395,0,0,1,0,0,0,0,0,1,0,0,0,1,83609
1533,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
1534,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,0,1,70799
1535,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,90725
1536,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,89029
1537,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,48684
1538,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,48931
1539,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,70799
1540,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
1541,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,90725
1542,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
1543,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
1544,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
1545,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,1,0,105199
1546,3,650.2676800234859,428,0,0,0,1,0,0,0,0,0,1,0,0,1,90725
1547,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,0,1,0,89029
1548,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,0,1,64817
1549,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,1,0,0,45151
1550,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,0,0,1,45151
1551,2,296.0347511595893,211,0,0,1,0,0,0,0,1,0,0,1,0,0,44694
1552,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,0,1,0,89029
1553,3,429.15928932709096,282,0,0,0,0,0,1,0,0,1,0,0,0,1,59777
1554,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,70697
1555,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,0,1,53341
1556,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,0,1,70697
1557,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,1,0,96379
1558,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,70697
1559,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,0,0,1,48931
1560,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,0,1,0,59777
1561,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,1,0,0,96379
1562,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,1,0,0,105199
1563,3,296.0347511595893,195,0,0,1,0,0,0,0,1,0,0,1,0,0,41334
1564,1,650.2676800234859,506,0,0,0,1,0,0,0,0,0,1,1,0,0,107105
1565,2,650.2676800234859,464,0,0,0,1,0,0,0,0,0,1,0,1,0,98285
1566,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,1,0,48931
1567,2,429.15928932709096,306,0,0,0,0,1,0,0,0,0,1,0,1,0,64817
1568,1,296.0347511595893,230,0,0,0,1,0,0,1,0,0,0,0,0,1,48684
1569,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,0,0,1,105199
1570,2,637.9145943128929,455,0,0,0,0,0,1,1,0,0,0,0,0,1,96379
1571,1,429.15928932709096,334,0,0,0,0,1,0,0,0,0,1,0,1,0,70697
1572,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,83609
1573,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,1,0,83609
1574,1,296.0347511595893,230,0,0,1,0,0,0,0,1,0,0,1,0,0,48684
1575,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,0,0,1,48931
1576,3,323.90751532178933,213,0,0,0,1,0,0,0,0,1,0,0,0,1,45151
1577,2,429.15928932709096,306,0,0,0,0,0,1,0,0,1,0,0,1,0,64817
1578,2,323.90751532178933,231,0,0,0,1,0,0,0,0,1,0,1,0,0,48931
1579,2,650.2676800234859,464,0,0,0,0,0,1,0,1,0,0,0,1,0,98285
1580,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,89029
1581,3,507.4562962497442,334,0,0,1,0,0,0,0,0,1,0,0,1,0,70799
1582,3,650.2676800234859,428,0,0,0,0,0,1,0,1,0,0,1,0,0,90725
1583,1,323.90751532178933,252,0,0,0,0,1,0,0,1,0,0,0,1,0,53341
1584,1,507.4562962497442,395,0,0,0,0,1,0,1,0,0,0,0,0,1,83609
1585,3,637.9145943128929,420,0,0,0,0,0,1,1,0,0,0,1,0,0,89029
1586,3,323.90751532178933,213,0,0,0,0,1,0,0,1,0,0,1,0,0,45151
1587,2,323.90751532178933,231,0,0,0,0,1,0,0,1,0,0,1,0,0,48931
1588,1,637.9145943128929,497,0,0,0,0,0,1,1,0,0,0,0,1,0,105199
1589,3,637.9145943128929,420,0,0,1,0,0,0,0,0,0,1,1,0,0,89029
1590,3,429.15928932709096,282,0,0,0,0,1,0,0,0,0,1,1,0,0,59777
1591,1,637.9145943128929,497,0,0,1,0,0,0,0,0,0,1,1,0,0,105199
1592,1,429.15928932709096,334,0,0,0,0,0,1,0,0,1,0,0,1,0,70697
1593,2,296.0347511595893,211,0,0,0,1,0,0,1,0,0,0,1,0,0,44694
