,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Beijing,startLocation_Shijiazhuang,startLocation_Taiyuan,startLocation_Tianjin,endLocation_Beijing,endLocation_Shijiazhuang,endLocation_Taiyuan,endLocation_Tianjin,timespan_2,timespan_3,timespan_4,timespan_5,cost
1220,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,1,0,0,0,35419
1221,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,1,0,0,28737
1222,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,58787
1223,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,1,48079
1224,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,16431
1225,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28737
1226,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,0,1,58787
1227,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,0,1,35419
1228,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,1,0,0,28737
1229,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,1,0,0,0,52399
1230,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,1,0,49787
1231,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,1,0,35419
1232,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,1,0,0,0,44479
1233,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,1,0,0,0,44479
1234,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,1,0,52399
1235,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52399
1236,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,31077
1237,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,1,0,0,0,22851
1238,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,1,0,0,0,49787
1239,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,1,0,44479
1240,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,1,0,0,28737
1241,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,1,0,0,14991
1242,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,49787
1243,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,0,1,49787
1244,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,1,0,28737
1245,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31077
1246,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,1,0,35419
1247,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,1,0,0,22851
1248,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,1,0,0,0,58787
1249,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,1,0,13911
1250,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,1,0,0,0,44479
1251,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,1,0,21051
1252,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,1,0,0,35419
1253,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31077
1254,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,0,1,44479
1255,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,0,1,44479
1256,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,1,0,0,0,24831
1257,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,1,0,30019
1258,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,0,0,0,1,48079
1259,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,16431
1260,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52399
1261,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,49787
1262,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,1,0,0,0,53927
1263,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31077
1264,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,1,0,31077
1265,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,1,0,0,32539
1266,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,1,0,52399
1267,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,21051
1268,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,0,1,53927
1269,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31077
1270,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,1,35419
1271,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,0,1,33777
1272,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,1,0,16431
1273,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,1,0,22851
1274,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,1,24831
1275,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,1,32539
1276,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,1,0,0,14991
1277,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,32539
1278,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,1,0,35419
1279,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,0,1,24831
1280,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,1,0,32539
1281,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,1,0,0,24831
1282,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,1,0,53927
1283,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,1,0,0,58787
1284,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,1,0,0,33777
1285,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,1,0,14991
1286,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24831
1287,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,1,0,0,32539
1288,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,1,0,53927
1289,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,1,0,30019
1290,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,1,0,0,44479
1291,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,1,53927
1292,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,1,0,0,0,44479
1293,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44479
1294,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,21051
1295,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31077
1296,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21051
1297,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33777
1298,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33777
1299,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,0,0,1,13911
1300,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,58787
1301,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,1,0,0,53927
1302,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,1,0,0,0,33777
1303,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,0,1,22851
1304,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28737
1305,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,0,1,13911
1306,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,1,0,0,21051
1307,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,1,0,30019
1308,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,1,49787
1309,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,1,0,30019
1310,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,0,1,0,16431
1311,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,1,0,0,0,53927
1312,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,1,0,0,13911
1313,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,1,0,0,0,14991
1314,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,1,0,0,16431
1315,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,58787
1316,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,0,1,30019
1317,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,1,0,0,0,52399
1318,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,1,0,0,58787
1319,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,1,0,21051
1320,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31077
1321,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,1,0,0,33777
1322,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,0,0,0,1,28737
1323,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,0,1,16431
1324,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,1,0,33777
1325,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,1,0,0,0,21051
1326,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31077
1327,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,30019
1328,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22851
1329,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,0,1,48079
1330,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,1,0,0,33777
1331,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,1,0,0,0,49787
1332,2,369.5257904633235,263,0,0,0,0,1,0,1,0,0,0,1,0,0,0,48079
1333,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,0,1,0,33777
1334,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,1,0,30019
1335,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,1,32539
1336,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28737
1337,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,1,0,0,49787
1338,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,1,0,0,0,35419
1339,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,0,1,49787
1340,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31077
1341,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,1,0,49787
1342,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,0,0,1,33777
1343,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,1,0,0,21051
1344,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,0,1,0,35419
1345,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,1,0,0,0,58787
1346,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,1,0,0,0,53927
1347,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,0,1,48079
1348,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,1,0,53927
1349,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,1,0,0,0,30019
1350,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,0,1,24831
1351,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,1,0,0,0,53927
1352,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,1,0,0,0,14991
1353,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31077
1354,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,0,1,0,0,33777
1355,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,1,0,0,16431
1356,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,1,0,0,30019
1357,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44479
1358,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,1,0,0,58787
1359,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28737
1360,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,1,22851
1361,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,1,0,0,49787
1362,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,1,0,0,0,33777
1363,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,0,1,48079
1364,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,1,0,0,0,53927
1365,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,1,0,0,0,32539
1366,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,0,1,0,44479
1367,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24831
1368,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,0,1,48079
1369,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,1,0,0,0,35419
1370,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,1,0,0,53927
1371,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,1,0,0,0,58787
1372,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,0,1,48079
1373,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,1,0,0,44479
1374,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,1,0,0,30019
1375,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,1,0,0,13911
1376,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,1,0,0,0,58787
1377,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,1,0,0,44479
1378,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,0,1,0,0,35419
1379,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52399
1380,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,1,0,0,0,22851
1381,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,1,0,53927
1382,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31077
1383,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,58787
1384,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,1,0,0,22851
1385,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33777
1386,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,1,0,0,21051
1387,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,31077
1388,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,1,0,0,0,13911
1389,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,1,0,0,0,21051
1390,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,58787
1391,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,1,0,0,49787
1392,2,413.7816180343131,295,0,0,0,0,1,0,0,0,0,1,0,0,0,1,53927
1393,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,1,0,0,32539
1394,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,1,0,53927
1395,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,1,24831
1396,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,0,1,16431
1397,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,1,0,21051
1398,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,1,0,0,0,21051
1399,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,1,0,52399
1400,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,0,1,0,0,33777
1401,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31077
1402,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,0,1,0,0,13911
1403,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,1,0,0,49787
1404,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28737
1405,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,1,0,0,31077
1406,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,1,0,0,22851
1407,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,1,52399
1408,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,1,0,0,24831
1409,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,22851
1410,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,1,0,0,0,32539
1411,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,1,0,0,49787
1412,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,1,0,0,0,32539
1413,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,1,0,0,0,52399
1414,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,30019
1415,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14991
1416,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,1,0,49787
1417,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,0,1,53927
1418,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,1,0,0,44479
1419,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,1,0,0,52399
1420,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,0,1,24831
1421,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,0,0,1,0,21051
1422,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,1,24831
1423,2,115.9264829993114,82,0,0,1,0,0,0,0,0,0,1,0,0,0,1,14991
1424,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,1,0,32539
1425,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,21051
1426,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,1,0,0,0,32539
1427,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,0,1,0,30019
1428,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44479
1429,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,1,0,22851
1430,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21051
1431,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,1,0,0,0,49787
1432,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21051
1433,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,1,0,0,30019
1434,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31077
1435,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,1,0,58787
1436,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,1,0,0,28737
1437,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,0,1,52399
1438,2,238.62308745286492,170,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31077
1439,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,1,0,24831
1440,3,115.9264829993114,76,0,0,1,0,0,0,0,0,0,1,1,0,0,0,13911
1441,1,249.51407691799224,194,0,0,0,1,0,0,0,0,0,1,1,0,0,0,35419
1442,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,0,0,0,1,22851
1443,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28737
1444,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,1,0,0,35419
1445,2,249.51407691799224,178,0,0,0,1,0,0,0,0,0,1,0,0,0,1,32539
1446,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44479
1447,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,1,0,0,52399
1448,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,0,0,1,24831
1449,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31077
1450,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,1,0,0,21051
1451,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,1,0,0,52399
1452,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,58787
1453,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,1,0,0,58787
1454,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,0,0,1,44479
1455,1,175.76892590155305,136,0,0,0,1,0,0,0,0,1,0,0,1,0,0,24831
1456,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,1,0,0,30019
1457,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,1,0,13911
1458,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,1,0,13911
1459,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,0,1,14991
1460,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,1,0,0,0,44479
1461,2,175.76892590155305,125,0,0,0,1,0,0,0,0,1,0,1,0,0,0,22851
1462,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,1,0,14991
1463,3,369.5257904633235,243,0,0,0,0,1,0,1,0,0,0,0,1,0,0,44479
1464,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,0,1,0,0,16431
1465,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,0,0,0,1,32539
1466,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,1,0,0,0,53927
1467,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,1,0,0,0,22851
1468,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,1,0,13911
1469,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,1,0,0,0,21051
1470,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,1,0,49787
1471,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,0,1,48079
1472,1,413.7816180343131,322,0,0,0,0,1,0,0,0,0,1,0,0,1,0,58787
1473,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31077
1474,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,1,0,0,35419
1475,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31077
1476,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,0,1,52399
1477,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,1,49787
1478,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,1,0,0,0,33777
1479,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,1,35419
1480,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,1,0,0,30019
1481,3,115.9264829993114,76,0,0,0,0,0,1,1,0,0,0,0,0,1,0,13911
1482,1,238.62308745286492,185,0,0,1,0,0,0,0,1,0,0,1,0,0,0,33777
1483,1,175.76892590155305,136,0,0,0,0,1,0,0,1,0,0,0,0,0,1,24831
1484,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,1,0,0,35419
1485,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,1,0,58787
1486,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,0,0,0,1,49787
1487,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,1,0,0,0,52399
1488,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,0,1,0,48079
1489,3,249.51407691799224,164,0,0,0,1,0,0,0,0,0,1,0,1,0,0,30019
1490,3,175.76892590155305,115,0,0,0,1,0,0,0,0,1,0,1,0,0,0,21051
1491,2,249.51407691799224,178,0,0,0,0,0,1,0,1,0,0,1,0,0,0,32539
1492,1,115.9264829993114,90,0,0,1,0,0,0,0,0,0,1,1,0,0,0,16431
1493,1,249.51407691799224,194,0,0,0,0,0,1,0,1,0,0,0,0,0,1,35419
1494,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22851
1495,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,1,0,0,49787
1496,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28737
1497,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,1,0,0,0,58787
1498,3,249.51407691799224,164,0,0,0,0,0,1,0,1,0,0,0,0,0,1,30019
1499,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,0,1,0,16431
1500,3,238.62308745286492,157,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28737
1501,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,1,0,0,0,16431
1502,1,369.5257904633235,287,0,0,1,0,0,0,0,0,1,0,0,0,1,0,52399
1503,1,238.62308745286492,185,0,0,0,1,0,0,1,0,0,0,1,0,0,0,33777
1504,1,369.5257904633235,287,0,0,0,0,1,0,1,0,0,0,0,0,1,0,52399
1505,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31077
1506,1,413.7816180343131,322,0,0,0,0,0,1,0,0,1,0,0,0,1,0,58787
1507,3,413.7816180343131,272,0,0,0,0,0,1,0,0,1,0,0,0,0,1,49787
1508,1,115.9264829993114,90,0,0,0,0,0,1,1,0,0,0,0,1,0,0,16431
1509,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,1,0,0,0,48079
1510,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,0,1,0,0,48079
1511,3,238.62308745286492,157,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28737
1512,2,238.62308745286492,170,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31077
1513,3,175.76892590155305,115,0,0,0,0,1,0,0,1,0,0,0,0,0,1,21051
1514,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,0,1,22851
1515,2,369.5257904633235,263,0,0,1,0,0,0,0,0,1,0,1,0,0,0,48079
1516,2,413.7816180343131,295,0,0,0,0,0,1,0,0,1,0,0,0,0,1,53927
1517,2,175.76892590155305,125,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22851
1518,2,115.9264829993114,82,0,0,0,0,0,1,1,0,0,0,0,0,1,0,14991
1519,3,413.7816180343131,272,0,0,0,0,1,0,0,0,0,1,1,0,0,0,49787
1520,3,369.5257904633235,243,0,0,1,0,0,0,0,0,1,0,0,1,0,0,44479
