,meansOfTransport,distance,duration,delay,trafficViolation,startLocation_Beijing,startLocation_Shijiazhuang,startLocation_Taiyuan,startLocation_Tianjin,endLocation_Beijing,endLocation_Shijiazhuang,endLocation_Taiyuan,endLocation_Tianjin,timespan_2,timespan_3,timespan_4,timespan_5,timespan_6,cost
291,1,249.51407691799224,194,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,49280
292,3,175.76892590155305,115,90,0,0,0,1,0,0,1,0,0,0,1,0,0,0,29361
293,3,238.62308745286492,157,90,0,0,1,0,0,1,0,0,0,0,1,0,0,0,40005
294,1,238.62308745286492,185,90,0,1,0,0,0,0,1,0,0,0,0,1,0,0,47005
295,3,175.76892590155305,115,90,0,0,1,0,0,0,0,1,0,0,0,0,1,0,29361
296,3,115.9264829993114,76,90,0,1,0,0,0,0,0,0,1,0,1,0,0,0,19473
297,1,369.5257904633235,287,90,0,0,0,1,0,1,0,0,0,0,1,0,0,0,72806
298,3,238.62308745286492,157,90,0,0,1,0,0,1,0,0,0,0,0,1,0,0,40005
299,1,115.9264829993114,90,90,0,0,0,0,1,1,0,0,0,0,0,0,1,0,22973
300,2,238.62308745286492,170,90,0,0,1,0,0,1,0,0,0,1,0,0,0,0,43255
301,3,238.62308745286492,157,90,0,1,0,0,0,0,1,0,0,0,0,0,1,0,40005
302,1,175.76892590155305,136,90,0,0,1,0,0,0,0,1,0,0,0,0,0,1,34611
303,1,249.51407691799224,194,90,0,0,1,0,0,0,0,0,1,0,0,1,0,0,49280
304,3,249.51407691799224,164,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,41780
305,3,175.76892590155305,115,90,0,0,0,1,0,0,1,0,0,0,0,1,0,0,29361
306,3,413.7816180343131,272,90,0,0,0,0,1,0,0,1,0,0,1,0,0,0,69158
307,1,369.5257904633235,287,90,0,0,0,1,0,1,0,0,0,0,1,0,0,0,72806
308,2,238.62308745286492,170,90,0,0,1,0,0,1,0,0,0,0,0,1,0,0,43255
309,3,249.51407691799224,164,90,0,0,0,0,1,0,1,0,0,0,0,0,0,1,41780
310,1,369.5257904633235,287,90,0,0,0,1,0,1,0,0,0,0,0,0,0,1,72806
311,1,238.62308745286492,185,90,0,1,0,0,0,0,1,0,0,0,0,0,0,1,47005
312,1,238.62308745286492,185,90,0,1,0,0,0,0,1,0,0,1,0,0,0,0,47005
313,1,175.76892590155305,136,90,0,0,1,0,0,0,0,1,0,0,0,0,1,0,34611
314,2,175.76892590155305,125,90,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31861
315,3,175.76892590155305,115,90,0,0,0,1,0,0,1,0,0,0,0,0,0,1,29361
316,1,369.5257904633235,287,90,0,1,0,0,0,0,0,1,0,1,0,0,0,0,72806
317,1,115.9264829993114,90,90,0,1,0,0,0,0,0,0,1,0,1,0,0,0,22973
318,1,413.7816180343131,322,90,0,0,0,0,1,0,0,1,0,0,0,1,0,0,81658
319,1,413.7816180343131,322,90,0,0,0,1,0,0,0,0,1,0,1,0,0,0,81658
320,1,413.7816180343131,322,90,0,0,0,1,0,0,0,0,1,0,0,0,1,0,81658
321,2,115.9264829993114,82,90,0,0,0,0,1,1,0,0,0,0,1,0,0,0,20973
322,2,175.76892590155305,125,90,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31861
323,1,175.76892590155305,136,90,0,0,0,1,0,0,1,0,0,0,0,0,1,0,34611
324,3,238.62308745286492,157,90,0,0,1,0,0,1,0,0,0,0,0,1,0,0,40005
325,3,175.76892590155305,115,90,0,0,0,1,0,0,1,0,0,0,0,1,0,0,29361
326,3,249.51407691799224,164,90,0,0,0,0,1,0,1,0,0,1,0,0,0,0,41780
327,2,238.62308745286492,170,90,0,0,1,0,0,1,0,0,0,0,1,0,0,0,43255
328,2,115.9264829993114,82,90,0,1,0,0,0,0,0,0,1,0,0,1,0,0,20973
329,3,238.62308745286492,157,90,0,1,0,0,0,0,1,0,0,0,0,0,1,0,40005
330,2,115.9264829993114,82,90,0,1,0,0,0,0,0,0,1,0,0,0,1,0,20973
331,3,238.62308745286492,157,90,0,1,0,0,0,0,1,0,0,0,0,0,1,0,40005
332,3,369.5257904633235,243,90,0,0,0,1,0,1,0,0,0,0,1,0,0,0,61806
333,1,369.5257904633235,287,90,0,1,0,0,0,0,0,1,0,0,0,1,0,0,72806
334,1,115.9264829993114,90,90,0,1,0,0,0,0,0,0,1,0,0,1,0,0,22973
335,2,238.62308745286492,170,90,0,0,1,0,0,1,0,0,0,0,0,1,0,0,43255
336,3,115.9264829993114,76,90,0,1,0,0,0,0,0,0,1,0,0,0,0,1,19473
337,2,175.76892590155305,125,90,0,0,1,0,0,0,0,1,0,0,0,1,0,0,31861
338,1,369.5257904633235,287,90,0,0,0,1,0,1,0,0,0,0,0,0,0,1,72806
339,2,238.62308745286492,170,90,0,1,0,0,0,0,1,0,0,0,0,1,0,0,43255
340,3,369.5257904633235,243,90,0,0,0,1,0,1,0,0,0,0,1,0,0,0,61806
341,2,249.51407691799224,178,90,0,0,1,0,0,0,0,0,1,1,0,0,0,0,45280
342,3,238.62308745286492,157,90,0,1,0,0,0,0,1,0,0,0,0,0,0,1,40005
343,2,413.7816180343131,295,90,0,0,0,1,0,0,0,0,1,0,0,0,1,0,74908
344,1,238.62308745286492,185,90,0,1,0,0,0,0,1,0,0,1,0,0,0,0,47005
345,1,413.7816180343131,322,90,0,0,0,1,0,0,0,0,1,0,0,0,0,1,81658
346,2,413.7816180343131,295,90,0,0,0,1,0,0,0,0,1,0,0,1,0,0,74908
347,1,238.62308745286492,185,90,0,1,0,0,0,0,1,0,0,1,0,0,0,0,47005
348,1,115.9264829993114,90,90,0,1,0,0,0,0,0,0,1,0,0,0,1,0,22973
349,2,238.62308745286492,170,90,0,1,0,0,0,0,1,0,0,0,0,1,0,0,43255
350,3,175.76892590155305,115,90,0,0,1,0,0,0,0,1,0,0,0,1,0,0,29361
351,2,413.7816180343131,295,90,0,0,0,0,1,0,0,1,0,0,0,1,0,0,74908
352,3,369.5257904633235,243,90,0,1,0,0,0,0,0,1,0,0,0,0,0,1,61806
353,3,413.7816180343131,272,90,0,0,0,0,1,0,0,1,0,1,0,0,0,0,69158
354,1,115.9264829993114,90,90,0,1,0,0,0,0,0,0,1,0,0,0,0,1,22973
355,1,238.62308745286492,185,90,0,1,0,0,0,0,1,0,0,1,0,0,0,0,47005
356,1,115.9264829993114,90,90,0,0,0,0,1,1,0,0,0,0,0,0,0,1,22973
357,1,238.62308745286492,185,90,0,0,1,0,0,1,0,0,0,0,0,1,0,0,47005
358,1,115.9264829993114,90,90,0,0,0,0,1,1,0,0,0,0,0,0,1,0,22973
359,3,413.7816180343131,272,90,0,0,0,0,1,0,0,1,0,0,0,0,0,1,69158
360,2,369.5257904633235,263,90,0,1,0,0,0,0,0,1,0,0,0,1,0,0,66806
361,3,249.51407691799224,164,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,41780
362,2,175.76892590155305,125,90,0,0,1,0,0,0,0,1,0,0,0,1,0,0,31861
363,1,175.76892590155305,136,90,0,0,1,0,0,0,0,1,0,0,0,0,1,0,34611
364,1,115.9264829993114,90,90,0,0,0,0,1,1,0,0,0,0,0,0,1,0,22973
365,2,175.76892590155305,125,90,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31861
366,3,369.5257904633235,243,90,0,0,0,1,0,1,0,0,0,1,0,0,0,0,61806
367,2,238.62308745286492,170,90,0,0,1,0,0,1,0,0,0,0,1,0,0,0,43255
368,3,413.7816180343131,272,90,0,0,0,0,1,0,0,1,0,1,0,0,0,0,69158
369,2,115.9264829993114,82,90,0,1,0,0,0,0,0,0,1,1,0,0,0,0,20973
370,3,249.51407691799224,164,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,41780
371,1,238.62308745286492,185,90,0,1,0,0,0,0,1,0,0,1,0,0,0,0,47005
372,3,413.7816180343131,272,90,0,0,0,1,0,0,0,0,1,0,0,1,0,0,69158
373,3,369.5257904633235,243,90,0,1,0,0,0,0,0,1,0,0,0,0,0,1,61806
374,2,238.62308745286492,170,90,0,1,0,0,0,0,1,0,0,0,0,1,0,0,43255
375,2,413.7816180343131,295,90,0,0,0,0,1,0,0,1,0,0,0,0,0,1,74908
376,1,175.76892590155305,136,90,0,0,0,1,0,0,1,0,0,0,0,0,0,1,34611
377,1,175.76892590155305,136,90,0,0,1,0,0,0,0,1,0,0,0,0,1,0,34611
378,2,369.5257904633235,263,90,0,0,0,1,0,1,0,0,0,0,0,1,0,0,66806
379,2,249.51407691799224,178,90,0,0,1,0,0,0,0,0,1,0,0,0,0,1,45280
380,1,175.76892590155305,136,90,0,0,1,0,0,0,0,1,0,0,1,0,0,0,34611
381,1,238.62308745286492,185,90,0,1,0,0,0,0,1,0,0,0,0,1,0,0,47005
382,1,115.9264829993114,90,90,0,1,0,0,0,0,0,0,1,0,0,1,0,0,22973
383,2,115.9264829993114,82,90,0,0,0,0,1,1,0,0,0,0,0,1,0,0,20973
384,2,175.76892590155305,125,90,0,0,0,1,0,0,1,0,0,0,0,1,0,0,31861
385,3,238.62308745286492,157,90,0,1,0,0,0,0,1,0,0,1,0,0,0,0,40005
386,2,175.76892590155305,125,90,0,0,0,1,0,0,1,0,0,1,0,0,0,0,31861
387,2,249.51407691799224,178,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,45280
388,1,115.9264829993114,90,90,0,0,0,0,1,1,0,0,0,0,0,0,1,0,22973
389,3,249.51407691799224,164,90,0,0,0,0,1,0,1,0,0,1,0,0,0,0,41780
390,3,413.7816180343131,272,90,0,0,0,1,0,0,0,0,1,0,0,0,1,0,69158
391,3,115.9264829993114,76,90,0,1,0,0,0,0,0,0,1,0,0,0,1,0,19473
392,3,238.62308745286492,157,90,0,1,0,0,0,0,1,0,0,1,0,0,0,0,40005
393,3,369.5257904633235,243,90,0,1,0,0,0,0,0,1,0,0,1,0,0,0,61806
394,1,238.62308745286492,185,90,0,0,1,0,0,1,0,0,0,0,0,1,0,0,47005
395,2,249.51407691799224,178,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,45280
396,1,249.51407691799224,194,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,49280
397,3,175.76892590155305,115,90,0,0,0,1,0,0,1,0,0,0,1,0,0,0,29361
398,3,175.76892590155305,115,90,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29361
399,2,249.51407691799224,178,90,0,0,1,0,0,0,0,0,1,0,0,0,0,1,45280
400,2,249.51407691799224,178,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,45280
401,3,413.7816180343131,272,90,0,0,0,0,1,0,0,1,0,0,0,0,0,1,69158
402,1,249.51407691799224,194,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,49280
403,2,115.9264829993114,82,90,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20973
404,2,115.9264829993114,82,90,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20973
405,3,175.76892590155305,115,90,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29361
406,1,238.62308745286492,185,90,0,1,0,0,0,0,1,0,0,0,0,1,0,0,47005
407,2,175.76892590155305,125,90,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31861
408,1,175.76892590155305,136,90,0,0,1,0,0,0,0,1,0,0,1,0,0,0,34611
409,3,413.7816180343131,272,90,0,0,0,0,1,0,0,1,0,0,0,0,0,1,69158
410,2,238.62308745286492,170,90,0,1,0,0,0,0,1,0,0,1,0,0,0,0,43255
411,3,249.51407691799224,164,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,41780
412,2,238.62308745286492,170,90,0,0,1,0,0,1,0,0,0,0,0,0,0,1,43255
413,2,238.62308745286492,170,90,0,0,1,0,0,1,0,0,0,0,0,0,0,1,43255
414,2,413.7816180343131,295,90,0,0,0,1,0,0,0,0,1,0,0,1,0,0,74908
415,2,369.5257904633235,263,90,0,1,0,0,0,0,0,1,0,0,0,0,1,0,66806
416,2,115.9264829993114,82,90,0,0,0,0,1,1,0,0,0,0,0,1,0,0,20973
417,2,369.5257904633235,263,90,0,0,0,1,0,1,0,0,0,0,0,0,1,0,66806
418,2,238.62308745286492,170,90,0,1,0,0,0,0,1,0,0,0,0,0,1,0,43255
419,1,115.9264829993114,90,90,0,1,0,0,0,0,0,0,1,0,0,0,0,1,22973
420,1,238.62308745286492,185,90,0,0,1,0,0,1,0,0,0,0,1,0,0,0,47005
421,1,175.76892590155305,136,90,0,0,0,1,0,0,1,0,0,0,0,0,0,1,34611
422,1,115.9264829993114,90,90,0,0,0,0,1,1,0,0,0,0,0,0,1,0,22973
423,3,413.7816180343131,272,90,0,0,0,0,1,0,0,1,0,0,0,1,0,0,69158
424,3,413.7816180343131,272,90,0,0,0,0,1,0,0,1,0,0,0,0,1,0,69158
425,1,115.9264829993114,90,90,0,1,0,0,0,0,0,0,1,0,0,0,1,0,22973
426,2,413.7816180343131,295,90,0,0,0,1,0,0,0,0,1,1,0,0,0,0,74908
427,1,175.76892590155305,136,90,0,0,0,1,0,0,1,0,0,1,0,0,0,0,34611
428,3,369.5257904633235,243,90,0,1,0,0,0,0,0,1,0,0,1,0,0,0,61806
429,1,369.5257904633235,287,90,0,1,0,0,0,0,0,1,0,0,1,0,0,0,72806
430,3,115.9264829993114,76,90,0,1,0,0,0,0,0,0,1,0,1,0,0,0,19473
431,2,413.7816180343131,295,90,0,0,0,0,1,0,0,1,0,1,0,0,0,0,74908
432,3,369.5257904633235,243,90,0,0,0,1,0,1,0,0,0,0,0,0,1,0,61806
433,2,249.51407691799224,178,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,45280
434,1,115.9264829993114,90,90,0,1,0,0,0,0,0,0,1,0,0,0,0,1,22973
435,2,115.9264829993114,82,90,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20973
436,2,369.5257904633235,263,90,0,0,0,1,0,1,0,0,0,1,0,0,0,0,66806
437,1,175.76892590155305,136,90,0,0,0,1,0,0,1,0,0,0,0,0,1,0,34611
438,1,249.51407691799224,194,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,49280
439,2,249.51407691799224,178,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,45280
440,2,115.9264829993114,82,90,0,0,0,0,1,1,0,0,0,0,1,0,0,0,20973
441,2,369.5257904633235,263,90,0,1,0,0,0,0,0,1,0,1,0,0,0,0,66806
442,2,413.7816180343131,295,90,0,0,0,0,1,0,0,1,0,0,1,0,0,0,74908
443,2,413.7816180343131,295,90,0,0,0,1,0,0,0,0,1,0,0,1,0,0,74908
444,2,249.51407691799224,178,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,45280
445,1,249.51407691799224,194,90,0,0,1,0,0,0,0,0,1,1,0,0,0,0,49280
446,2,249.51407691799224,178,90,0,0,1,0,0,0,0,0,1,0,0,1,0,0,45280
447,3,238.62308745286492,157,90,0,1,0,0,0,0,1,0,0,0,1,0,0,0,40005
448,2,238.62308745286492,170,90,0,1,0,0,0,0,1,0,0,0,0,0,1,0,43255
449,3,115.9264829993114,76,90,0,1,0,0,0,0,0,0,1,1,0,0,0,0,19473
450,1,249.51407691799224,194,90,0,0,1,0,0,0,0,0,1,0,0,1,0,0,49280
451,1,413.7816180343131,322,90,0,0,0,1,0,0,0,0,1,1,0,0,0,0,81658
452,1,115.9264829993114,90,90,0,1,0,0,0,0,0,0,1,0,0,0,1,0,22973
453,3,115.9264829993114,76,90,0,0,0,0,1,1,0,0,0,0,0,1,0,0,19473
454,3,249.51407691799224,164,90,0,0,0,0,1,0,1,0,0,0,0,0,0,1,41780
455,2,175.76892590155305,125,90,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31861
456,3,413.7816180343131,272,90,0,0,0,0,1,0,0,1,0,0,0,1,0,0,69158
457,1,115.9264829993114,90,90,0,1,0,0,0,0,0,0,1,0,1,0,0,0,22973
458,2,413.7816180343131,295,90,0,0,0,1,0,0,0,0,1,0,0,0,0,1,74908
459,1,175.76892590155305,136,90,0,0,0,1,0,0,1,0,0,0,0,0,1,0,34611
460,1,238.62308745286492,185,90,0,1,0,0,0,0,1,0,0,0,0,0,0,1,47005
461,3,115.9264829993114,76,90,0,0,0,0,1,1,0,0,0,1,0,0,0,0,19473
462,2,175.76892590155305,125,90,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31861
463,1,369.5257904633235,287,90,0,0,0,1,0,1,0,0,0,0,0,0,1,0,72806
464,1,115.9264829993114,90,90,0,0,0,0,1,1,0,0,0,1,0,0,0,0,22973
465,2,413.7816180343131,295,90,0,0,0,0,1,0,0,1,0,0,1,0,0,0,74908
466,2,115.9264829993114,82,90,0,1,0,0,0,0,0,0,1,0,0,1,0,0,20973
467,3,115.9264829993114,76,90,0,0,0,0,1,1,0,0,0,0,1,0,0,0,19473
468,3,369.5257904633235,243,90,0,1,0,0,0,0,0,1,0,1,0,0,0,0,61806
469,3,413.7816180343131,272,90,0,0,0,0,1,0,0,1,0,0,0,0,0,1,69158
470,3,175.76892590155305,115,90,0,0,1,0,0,0,0,1,0,0,0,1,0,0,29361
471,3,175.76892590155305,115,90,0,0,1,0,0,0,0,1,0,1,0,0,0,0,29361
472,3,413.7816180343131,272,90,0,0,0,1,0,0,0,0,1,0,0,1,0,0,69158
473,2,249.51407691799224,178,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,45280
474,1,369.5257904633235,287,90,0,1,0,0,0,0,0,1,0,0,1,0,0,0,72806
475,1,369.5257904633235,287,90,0,0,0,1,0,1,0,0,0,0,1,0,0,0,72806
476,3,249.51407691799224,164,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,41780
477,2,238.62308745286492,170,90,0,1,0,0,0,0,1,0,0,0,0,0,0,1,43255
478,2,175.76892590155305,125,90,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31861
479,2,115.9264829993114,82,90,0,1,0,0,0,0,0,0,1,0,1,0,0,0,20973
480,3,115.9264829993114,76,90,0,0,0,0,1,1,0,0,0,0,0,0,0,1,19473
481,1,249.51407691799224,194,90,0,0,1,0,0,0,0,0,1,0,0,1,0,0,49280
482,2,238.62308745286492,170,90,0,0,1,0,0,1,0,0,0,0,0,0,1,0,43255
483,2,175.76892590155305,125,90,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31861
484,2,249.51407691799224,178,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,45280
485,2,249.51407691799224,178,90,0,0,1,0,0,0,0,0,1,0,0,1,0,0,45280
486,2,413.7816180343131,295,90,0,0,0,0,1,0,0,1,0,0,0,1,0,0,74908
487,2,175.76892590155305,125,90,0,0,1,0,0,0,0,1,0,0,0,0,0,1,31861
488,2,249.51407691799224,178,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,45280
489,3,369.5257904633235,243,90,0,1,0,0,0,0,0,1,0,0,1,0,0,0,61806
490,1,249.51407691799224,194,90,0,0,0,0,1,0,1,0,0,1,0,0,0,0,49280
491,2,249.51407691799224,178,90,0,0,1,0,0,0,0,0,1,0,0,1,0,0,45280
492,1,413.7816180343131,322,90,0,0,0,1,0,0,0,0,1,1,0,0,0,0,81658
493,2,175.76892590155305,125,90,0,0,0,1,0,0,1,0,0,0,0,0,0,1,31861
494,1,175.76892590155305,136,90,0,0,1,0,0,0,0,1,0,0,0,0,0,1,34611
495,1,238.62308745286492,185,90,0,0,1,0,0,1,0,0,0,0,0,0,1,0,47005
496,2,175.76892590155305,125,90,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31861
497,3,369.5257904633235,243,90,0,1,0,0,0,0,0,1,0,0,0,0,0,1,61806
498,1,413.7816180343131,322,90,0,0,0,0,1,0,0,1,0,0,0,0,1,0,81658
499,1,369.5257904633235,287,90,0,1,0,0,0,0,0,1,0,1,0,0,0,0,72806
500,3,175.76892590155305,115,90,0,0,0,1,0,0,1,0,0,0,1,0,0,0,29361
501,2,249.51407691799224,178,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,45280
502,1,413.7816180343131,322,90,0,0,0,1,0,0,0,0,1,0,0,1,0,0,81658
503,3,249.51407691799224,164,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,41780
504,3,115.9264829993114,76,90,0,1,0,0,0,0,0,0,1,0,0,0,1,0,19473
505,3,175.76892590155305,115,90,0,0,1,0,0,0,0,1,0,0,0,0,1,0,29361
506,3,369.5257904633235,243,90,0,1,0,0,0,0,0,1,0,0,0,1,0,0,61806
507,2,175.76892590155305,125,90,0,0,0,1,0,0,1,0,0,0,0,0,1,0,31861
508,3,369.5257904633235,243,90,0,0,0,1,0,1,0,0,0,0,0,0,1,0,61806
509,2,238.62308745286492,170,90,0,1,0,0,0,0,1,0,0,0,0,1,0,0,43255
510,1,413.7816180343131,322,90,0,0,0,1,0,0,0,0,1,1,0,0,0,0,81658
511,3,413.7816180343131,272,90,0,0,0,1,0,0,0,0,1,0,0,1,0,0,69158
512,3,175.76892590155305,115,90,0,0,0,1,0,0,1,0,0,1,0,0,0,0,29361
513,2,413.7816180343131,295,90,0,0,0,0,1,0,0,1,0,1,0,0,0,0,74908
514,1,175.76892590155305,136,90,0,0,1,0,0,0,0,1,0,0,0,0,0,1,34611
515,2,413.7816180343131,295,90,0,0,0,0,1,0,0,1,0,0,1,0,0,0,74908
516,2,238.62308745286492,170,90,0,1,0,0,0,0,1,0,0,0,0,1,0,0,43255
517,2,238.62308745286492,170,90,0,1,0,0,0,0,1,0,0,0,0,0,1,0,43255
518,2,175.76892590155305,125,90,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31861
519,1,413.7816180343131,322,90,0,0,0,1,0,0,0,0,1,1,0,0,0,0,81658
520,1,413.7816180343131,322,90,0,0,0,0,1,0,0,1,0,0,0,0,1,0,81658
521,1,413.7816180343131,322,90,0,0,0,1,0,0,0,0,1,1,0,0,0,0,81658
522,2,238.62308745286492,170,90,0,1,0,0,0,0,1,0,0,0,0,0,0,1,43255
523,3,175.76892590155305,115,90,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29361
524,1,115.9264829993114,90,90,0,0,0,0,1,1,0,0,0,0,0,0,1,0,22973
525,3,238.62308745286492,157,90,0,1,0,0,0,0,1,0,0,1,0,0,0,0,40005
526,3,238.62308745286492,157,90,0,1,0,0,0,0,1,0,0,0,0,1,0,0,40005
527,3,238.62308745286492,157,90,0,1,0,0,0,0,1,0,0,1,0,0,0,0,40005
528,3,115.9264829993114,76,90,0,0,0,0,1,1,0,0,0,0,0,0,1,0,19473
529,2,238.62308745286492,170,90,0,1,0,0,0,0,1,0,0,0,0,0,1,0,43255
530,3,175.76892590155305,115,90,0,0,0,1,0,0,1,0,0,1,0,0,0,0,29361
531,1,249.51407691799224,194,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,49280
532,3,249.51407691799224,164,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,41780
533,1,175.76892590155305,136,90,0,0,0,1,0,0,1,0,0,0,1,0,0,0,34611
534,3,238.62308745286492,157,90,0,0,1,0,0,1,0,0,0,0,0,0,0,1,40005
535,2,238.62308745286492,170,90,0,1,0,0,0,0,1,0,0,0,0,1,0,0,43255
536,2,249.51407691799224,178,90,0,0,1,0,0,0,0,0,1,0,0,1,0,0,45280
537,2,369.5257904633235,263,90,0,1,0,0,0,0,0,1,0,1,0,0,0,0,66806
538,3,249.51407691799224,164,90,0,0,0,0,1,0,1,0,0,1,0,0,0,0,41780
539,2,238.62308745286492,170,90,0,1,0,0,0,0,1,0,0,0,0,1,0,0,43255
540,3,413.7816180343131,272,90,0,0,0,1,0,0,0,0,1,1,0,0,0,0,69158
541,1,369.5257904633235,287,90,0,0,0,1,0,1,0,0,0,0,1,0,0,0,72806
542,1,238.62308745286492,185,90,0,1,0,0,0,0,1,0,0,0,1,0,0,0,47005
543,2,249.51407691799224,178,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,45280
544,1,175.76892590155305,136,90,0,0,1,0,0,0,0,1,0,0,0,0,0,1,34611
545,3,413.7816180343131,272,90,0,0,0,1,0,0,0,0,1,0,0,0,1,0,69158
546,3,115.9264829993114,76,90,0,0,0,0,1,1,0,0,0,0,0,0,0,1,19473
547,2,369.5257904633235,263,90,0,0,0,1,0,1,0,0,0,0,0,0,0,1,66806
548,1,115.9264829993114,90,90,0,1,0,0,0,0,0,0,1,0,0,0,1,0,22973
549,1,115.9264829993114,90,90,0,0,0,0,1,1,0,0,0,1,0,0,0,0,22973
550,1,413.7816180343131,322,90,0,0,0,1,0,0,0,0,1,0,1,0,0,0,81658
551,3,249.51407691799224,164,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,41780
552,3,249.51407691799224,164,90,0,0,0,0,1,0,1,0,0,0,0,1,0,0,41780
553,2,238.62308745286492,170,90,0,0,1,0,0,1,0,0,0,0,0,0,0,1,43255
554,1,175.76892590155305,136,90,0,0,1,0,0,0,0,1,0,0,0,0,1,0,34611
555,1,369.5257904633235,287,90,0,1,0,0,0,0,0,1,0,1,0,0,0,0,72806
556,3,369.5257904633235,243,90,0,0,0,1,0,1,0,0,0,1,0,0,0,0,61806
557,1,413.7816180343131,322,90,0,0,0,1,0,0,0,0,1,1,0,0,0,0,81658
558,1,249.51407691799224,194,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,49280
559,3,249.51407691799224,164,90,0,0,0,0,1,0,1,0,0,1,0,0,0,0,41780
560,1,238.62308745286492,185,90,0,0,1,0,0,1,0,0,0,1,0,0,0,0,47005
561,2,369.5257904633235,263,90,0,0,0,1,0,1,0,0,0,0,0,0,0,1,66806
562,3,175.76892590155305,115,90,0,0,0,1,0,0,1,0,0,0,0,0,0,1,29361
563,1,249.51407691799224,194,90,0,0,1,0,0,0,0,0,1,0,0,0,0,1,49280
564,2,175.76892590155305,125,90,0,0,1,0,0,0,0,1,0,1,0,0,0,0,31861
565,3,115.9264829993114,76,90,0,1,0,0,0,0,0,0,1,0,1,0,0,0,19473
566,2,413.7816180343131,295,90,0,0,0,0,1,0,0,1,0,0,0,0,0,1,74908
567,3,369.5257904633235,243,90,0,0,0,1,0,1,0,0,0,0,0,0,0,1,61806
568,2,249.51407691799224,178,90,0,0,1,0,0,0,0,0,1,0,1,0,0,0,45280
569,3,115.9264829993114,76,90,0,1,0,0,0,0,0,0,1,1,0,0,0,0,19473
570,3,249.51407691799224,164,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,41780
571,2,413.7816180343131,295,90,0,0,0,1,0,0,0,0,1,0,0,0,1,0,74908
572,2,238.62308745286492,170,90,0,0,1,0,0,1,0,0,0,0,0,0,1,0,43255
573,3,238.62308745286492,157,90,0,1,0,0,0,0,1,0,0,0,1,0,0,0,40005
574,1,249.51407691799224,194,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,49280
575,3,369.5257904633235,243,90,0,0,0,1,0,1,0,0,0,0,0,1,0,0,61806
576,2,175.76892590155305,125,90,0,0,1,0,0,0,0,1,0,0,0,0,1,0,31861
577,2,115.9264829993114,82,90,0,0,0,0,1,1,0,0,0,0,1,0,0,0,20973
578,3,249.51407691799224,164,90,0,0,0,0,1,0,1,0,0,1,0,0,0,0,41780
579,2,369.5257904633235,263,90,0,0,0,1,0,1,0,0,0,0,0,1,0,0,66806
580,2,238.62308745286492,170,90,0,1,0,0,0,0,1,0,0,0,1,0,0,0,43255
581,2,413.7816180343131,295,90,0,0,0,0,1,0,0,1,0,1,0,0,0,0,74908
582,3,249.51407691799224,164,90,0,0,0,0,1,0,1,0,0,0,1,0,0,0,41780
583,3,413.7816180343131,272,90,0,0,0,0,1,0,0,1,0,0,1,0,0,0,69158
584,3,175.76892590155305,115,90,0,0,1,0,0,0,0,1,0,0,0,0,1,0,29361
